Supplementary Data 2. The compiled data from 5 cores not providing semiquantitative results,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,Normalized value,,,,
EAX03569.1,NA,13,NA,11.33333333,1,0.006195932,0.006336243,0.007098381,4.284734196,14
EAX08269.1,NA,1,NA,1,1,NA,0.000140805,NA,NA,14
EAX11568.1,NA,1,NA,11,1,NA,0.000281611,0.000249066,6.132698916,14
NP_000437.3,NA,6,NA,25.66666667,6,0.001285948,0.001408054,0.001867995,11.65317297,14
NP_000473.2,NA,27,NA,66.33333333,1,0.012274959,0.010701211,0.012204234,4.376312706,14
NP_000482.3,NA,2,NA,7,2,NA,0.000422416,0.000124533,54.46268274,14
NP_000499.1,NA,37,NA,40,37,0.049216741,0.050549141,0.050809465,0.982787599,14
NP_000604.1,NA,3,NA,7,3,NA,0.000563222,NA,NA,14
NP_000706.1,NA,2,NA,2.5,2,NA,0.000281611,0.000124533,38.67541663,14
NP_001017969.2,NA,1,NA,0,1,NA,0.000140805,0.000124533,6.132698916,14
NP_001154848.1,NA,1,NA,3,1,NA,0.000140805,NA,NA,14
NP_001157945.1,NA,1,NA,1,1,0.000233809,0.000140805,0.000249066,16.27368078,14
NP_001186673.1,NA,6,NA,34,4,NA,0.006054632,0.005977584,0.640351158,14
NP_001191236.1,NA,11,NA,31,1,NA,0.005068995,NA,NA,14
NP_001273540.1,NA,1,NA,2,1,0.000116904,NA,0.000124533,3.159671973,14
NP_001280141.1,NA,9,NA,28,7,0.002104279,0.001548859,0.002241594,10.77751923,14
NP_001289617.1,NA,26,NA,64.66666667,1,0.020808978,0.025485779,0.021917808,6.205237972,14
NP_001304051.1,NA,1,NA,1,1,0.000116904,0.000140805,NA,9.274399591,14
NP_001304313.1,NA,1,NA,12,1,NA,NA,0.000124533,NA,14
NP_001316719.1,NA,1,NA,7,1,0.000116904,NA,NA,NA,14
NP_001605.1,NA,15,NA,56.33333333,1,0.011924246,0.012531681,0.010460772,5.28064591,14
NP_001624.1,NA,1,NA,2,1,0.000116904,NA,NA,NA,14
NP_001636.1,NA,5,NA,29,5,0.005260697,0.005632216,0.003860523,10.96857261,14
NP_001887.1,NA,1,NA,8,1,NA,NA,0.000124533,NA,14
NP_002092.1,NA,1,NA,20,1,0.000233809,NA,0.000124533,30.49484033,14
NP_002464.1,NA,75,NA,40,74,0.031681085,0.029991552,0.031880448,1.921396718,14
NP_002659.1,NA,1,NA,9,1,0.000116904,NA,NA,NA,14
NP_003281.1,NA,7,NA,40.66666667,5,0.001987374,0.002252887,0.002615193,7.962371261,14
NP_003344.1,NA,1,NA,10,1,0.000116904,NA,NA,NA,14
NP_003656.2,NA,10,NA,35.33333333,10,0.008884732,0.00858913,0.009589041,3.287652838,14
NP_004123.1,NA,1,NA,2,1,0.000116904,NA,NA,NA,14
NP_004510.1,NA,1,NA,1,1,0.000116904,NA,NA,NA,14
NP_005132.2,NA,39,NA,72,39,0.031213467,0.030554773,0.028891656,2.28603362,14
NP_005991.1,NA,7,NA,22,1,0.004559271,0.004928189,0.005105853,3.309167309,14
NP_036441.2,NA,1,NA,1,1,NA,NA,0.000124533,NA,14
NP_054706.1,NA,3,NA,4,3,0.000467617,0.000281611,0.000373599,14.34679256,14
NP_057075.1,NA,1,NA,9,1,0.000116904,0.000281611,0.000373599,29.17415909,14
NP_068656.2,NA,22,NA,54,13,0.019990648,0.017600676,0.018804483,3.6701223,14
NP_110400.1,NA,10,NA,34.33333333,9,0.002571896,0.002534497,0.002739726,2.412916303,14
NP_524147.2,NA,10,NA,82,10,0.003390227,0.004928189,0.005230386,12.61525423,14
NP_653267.2,NA,1,NA,1,1,NA,0.000422416,0.000373599,6.132698916,14
NP_848537.1,NA,1,NA,2,1,0.000233809,0.000140805,0.000249066,16.27368078,14
NP_997275.1,NA,1,NA,12,1,0.000116904,NA,0.000124533,3.159671973,14
O15021.3,NA,1,NA,1,1,0.000116904,NA,NA,NA,14
O60437.4,NA,1,NA,0,1,0.000233809,0.000140805,NA,24.82643466,14
P00736.2,NA,2,NA,3.666666667,2,0.001052139,0.000844832,0.00124533,11.04008781,14
P01023.3,NA,2,NA,2,2,0.000350713,NA,0.000124533,47.59220684,14
P01861.1,NA,6,NA,20,0,0.004793079,0.0052098,NA,4.166008425,14
P01876.2,NA,10,NA,45,4,0.007014262,0.007744297,0.007098381,3.165227382,14
P02763.1,NA,3,NA,18.33333333,2,0.001285948,0.000704027,0.00124533,17.39287457,14
P02765.1,NA,6,NA,27.33333333,6,0.001636661,0.001267249,0.00249066,20.14723545,14
P03952.1,NA,1,NA,3,1,NA,0.000281611,NA,NA,14
P04114.2,NA,11,NA,3.666666667,5,0.003039514,0.000985638,0.002366127,28.37469356,14
P04275.4,NA,1,NA,0,1,0.000116904,NA,NA,NA,14
P08519.1,NA,1,NA,8,1,0.000116904,NA,NA,NA,14
P08603.4,NA,1,NA,1,1,NA,0.000140805,NA,NA,14
P0DJI8.1,NA,7,NA,68.66666667,4,0.010872107,0.012672487,0.011955168,4.422177473,14
P0DOX5.1,NA,10,NA,28.5,2,0.008417115,NA,0.007721046,4.31318493,14
P0DOX6.1,NA,20,NA,38.66666667,2,0.015314473,0.014643762,0.015691158,2.012967868,14
P0DOX8.1,NA,6,NA,35,1,NA,0.004787384,NA,NA,14
P13645.6,NA,6,NA,13.33333333,6,0.002338087,0.000844832,0.000996264,34.06389144,14
P20929.5,NA,1,NA,0,1,0.000116904,NA,NA,NA,14
P55017.3,NA,1,NA,1,1,0.000116904,0.000140805,NA,9.274399591,14
P59051.1,NA,1,NA,10,1,NA,NA,0.000249066,NA,14
Q14766.4,NA,1,NA,1,1,NA,NA,0.000124533,NA,14
XP_005246454.1,NA,2,NA,1.666666667,2,0.000467617,0.000140805,0.000249066,33.62723736,14
XP_005247472.1,NA,2,NA,5,2,0.000350713,NA,0.000124533,47.59220684,14
XP_005257069.1,NA,1,NA,1,1,0.000116904,NA,NA,NA,14
XP_005265753.1,NA,1,NA,14,1,0.000116904,NA,0.000124533,3.159671973,14
XP_005268080.1,NA,31,NA,18,31,0.009118541,0.006054632,0.006600249,13.00124044,14
XP_005268570.1,NA,1,NA,1,1,NA,NA,0.000124533,NA,14
XP_005274822.1,NA,1,NA,2,1,0.000350713,0.000281611,0.000124533,26.52497156,14
XP_011508228.1,NA,1,NA,1,1,NA,0.000140805,NA,NA,14
XP_011515282.2,NA,1,NA,1,1,0.000233809,0.000422416,0.000373599,16.46438148,14
XP_011516886.1,NA,15,NA,29,15,0.005494505,0.004928189,0.004358655,6.654850037,14
XP_011522183.1,NA,2,NA,2.333333333,2,0.000233809,0.000422416,0.000249066,20.04444496,14
XP_011526326.1,NA,1,NA,2,1,0.000116904,NA,NA,NA,14
XP_011529261.1,NA,1,NA,2,1,NA,0.000140805,NA,NA,14
XP_011530170.1,NA,1,NA,2,1,NA,0.000140805,NA,NA,14
XP_011532966.1,NA,1,NA,1.5,1,0.000116904,0.000140805,NA,9.274399591,14
XP_011541626.1,NA,1,NA,1,1,0.000116904,NA,NA,NA,14
XP_016857913.1,NA,1,NA,3,1,0.000116904,NA,0.000124533,3.159671973,14
XP_016863025.1,NA,1,NA,10,1,0.000116904,NA,NA,NA,14
XP_016868812.1,NA,11,NA,8,11,0.003039514,0.001408054,0.002864259,21.21596875,14
XP_016869409.1,NA,1,NA,1,1,0.000116904,NA,NA,NA,14
XP_016877209.1,NA,6,NA,9,6,NA,0.001126443,0.00249066,37.7157262,14
XP_016877210.1,NA,11,NA,14,11,0.001636661,NA,NA,NA,14
XP_016878181.1,NA,1,NA,6,1,0.000116904,NA,0.000124533,3.159671973,14
XP_016878709.1,NA,1,NA,2,1,0.000350713,NA,NA,NA,14
XP_016879374.1,NA,1,NA,4,1,0.000116904,NA,NA,NA,14
XP_016880250.1,NA,1,NA,8,1,0.000116904,NA,NA,NA,14
XP_016881278.1,NA,1,NA,3,1,0.000467617,NA,0.000249066,30.49484033,14
XP_016885575.1,NA,1,NA,2,1,NA,0.000140805,0.000124533,6.132698916,14
APOA1_HUMAN,0.066402566,68,27483.62,NA,NA,NA,NA,NA,NA,13
SAA1_HUMAN,0.015657423,19,597.97,NA,NA,NA,NA,NA,NA,13
APOE_HUMAN,0.031692134,38,232.46,NA,NA,NA,NA,NA,NA,13
SAA2_HUMAN,0.009432183,15,176.16,NA,NA,NA,NA,NA,NA,13
APOA4_HUMAN,0.016789285,52,122.88,NA,NA,NA,NA,NA,NA,13
APOC2_HUMAN,0.006036597,10,109.95,NA,NA,NA,NA,NA,NA,13
APOC1_HUMAN,0.006979815,8,77.81,NA,NA,NA,NA,NA,NA,13
APOC4_HUMAN,0.004338804,11,69.98,NA,NA,NA,NA,NA,NA,13
APOC3_HUMAN,0.065459347,11,61.9,NA,NA,NA,NA,NA,NA,13
FIBB_HUMAN,0.022071307,35,28.66,NA,NA,NA,NA,NA,NA,13
TPM4_HUMAN,0.006791171,22,28.23,NA,NA,NA,NA,NA,NA,13
MYH9_HUMAN,0.055461234,169,27.48,NA,NA,NA,NA,NA,NA,13
FIBA_HUMAN,0.046972269,62,23.69,NA,NA,NA,NA,NA,NA,13
IGKC_HUMAN,0.006602528,9,22.13,NA,NA,NA,NA,NA,NA,13
TTHY_HUMAN,0.004338804,11,16.63,NA,NA,NA,NA,NA,NA,13
CLUS_HUMAN,0.017732503,35,15.58,NA,NA,NA,NA,NA,NA,13
MYL6_HUMAN,0.003772873,8,13.94,NA,NA,NA,NA,NA,NA,13
HBB_HUMAN,0.003772873,9,12.35,NA,NA,NA,NA,NA,NA,13
APOA2_HUMAN,0.002263724,7,11.93,NA,NA,NA,NA,NA,NA,13
ITIH4_HUMAN,0.022071307,52,10.18,NA,NA,NA,NA,NA,NA,13
SAA4_HUMAN,0.00415016,6,8.39,NA,NA,NA,NA,NA,NA,13
KTDAP_HUMAN,0.001886437,6,8.37,NA,NA,NA,NA,NA,NA,13
HBA_HUMAN,0.002829655,7,7.81,NA,NA,NA,NA,NA,NA,13
ACTC_HUMAN,0.00980947,15,7.2,NA,NA,NA,NA,NA,NA,13
ACTB_HUMAN,0.009998114,15,6.5,NA,NA,NA,NA,NA,NA,13
ALBU_HUMAN,0.025655537,32,6,NA,NA,NA,NA,NA,NA,13
FIBG_HUMAN,0.010752688,20,5.56,NA,NA,NA,NA,NA,NA,13
SPTA1_HUMAN,0.029994341,119,5.54,NA,NA,NA,NA,NA,NA,13
IGLC2_HUMAN,0.003018298,5,5.12,NA,NA,NA,NA,NA,NA,13
TPM3_HUMAN,0.004527448,13,4.94,NA,NA,NA,NA,NA,NA,13
FLNA_HUMAN,0.036030938,115,4.85,NA,NA,NA,NA,NA,NA,13
GELS_HUMAN,0.012450481,32,4.62,NA,NA,NA,NA,NA,NA,13
K2C1_HUMAN,0.006979815,25,4.26,NA,NA,NA,NA,NA,NA,13
PROF1_HUMAN,0.001131862,6,4.18,NA,NA,NA,NA,NA,NA,13
VTNC_HUMAN,0.013393699,17,3.72,NA,NA,NA,NA,NA,NA,13
TPM1_HUMAN,0.003395586,12,3.67,NA,NA,NA,NA,NA,NA,13
DCD_HUMAN,0.000754575,4,3.26,NA,NA,NA,NA,NA,NA,13
IGK_HUMAN,0.00415016,8,3.19,NA,NA,NA,NA,NA,NA,13
TLN1_HUMAN,0.030560272,86,3.18,NA,NA,NA,NA,NA,NA,13
SPTB1_HUMAN,0.020184871,82,3.17,NA,NA,NA,NA,NA,NA,13
A1AT_HUMAN,0.005093379,12,2.86,NA,NA,NA,NA,NA,NA,13
K1C9_HUMAN,0.004716091,18,2.64,NA,NA,NA,NA,NA,NA,13
HSPB1_HUMAN,0.001886437,7,2.61,NA,NA,NA,NA,NA,NA,13
FCN3_HUMAN,0.004338804,9,2.58,NA,NA,NA,NA,NA,NA,13
KV230_HUMAN,0.000754575,4,2.48,NA,NA,NA,NA,NA,NA,13
K22E_HUMAN,0.003772873,18,2.41,NA,NA,NA,NA,NA,NA,13
HPT_HUMAN,0.003018298,13,2.36,NA,NA,NA,NA,NA,NA,13
H2B1C_HUMAN,0.000943218,4,2.29,NA,NA,NA,NA,NA,NA,13
CC085_HUMAN,0.000943218,3,2.24,NA,NA,NA,NA,NA,NA,13
TBB1_HUMAN,0.003584229,12,2.23,NA,NA,NA,NA,NA,NA,13
G3P_HUMAN,0.002452367,10,2.2,NA,NA,NA,NA,NA,NA,13
ENOA_HUMAN,0.002829655,13,2.19,NA,NA,NA,NA,NA,NA,13
K1C10_HUMAN,0.003772873,14,2.15,NA,NA,NA,NA,NA,NA,13
COF1_HUMAN,0.001131862,5,2.07,NA,NA,NA,NA,NA,NA,13
TAGL2_HUMAN,0.001509149,6,2.05,NA,NA,NA,NA,NA,NA,13
IGHM_HUMAN,0.004338804,12,2.03,NA,NA,NA,NA,NA,NA,13
TBB5_HUMAN,0.003395586,12,2.01,NA,NA,NA,NA,NA,NA,13
ENOB_HUMAN,0.002829655,12,1.93,NA,NA,NA,NA,NA,NA,13
PLEK_HUMAN,0.002641011,9,1.85,NA,NA,NA,NA,NA,NA,13
HBD_HUMAN,0.000943218,4,1.8,NA,NA,NA,NA,NA,NA,13
ATP5I_HUMAN,0.000565931,2,1.79,NA,NA,NA,NA,NA,NA,13
CO3_HUMAN,0.016411998,43,1.77,NA,NA,NA,NA,NA,NA,13
TBB4B_HUMAN,0.003018298,11,1.76,NA,NA,NA,NA,NA,NA,13
KV320_HUMAN,0.000565931,3,1.68,NA,NA,NA,NA,NA,NA,13
A1BG_HUMAN,0.003206942,12,1.54,NA,NA,NA,NA,NA,NA,13
PPIA_HUMAN,0.000754575,4,1.52,NA,NA,NA,NA,NA,NA,13
1433Z_HUMAN,0.001509149,6,1.47,NA,NA,NA,NA,NA,NA,13
ANK1_HUMAN,0.010752688,43,1.42,NA,NA,NA,NA,NA,NA,13
VTDB_HUMAN,0.004527448,11,1.4,NA,NA,NA,NA,NA,NA,13
HPTR_HUMAN,0.001697793,8,1.37,NA,NA,NA,NA,NA,NA,13
SODM_HUMAN,0.001131862,5,1.33,NA,NA,NA,NA,NA,NA,13
VINC_HUMAN,0.00565931,24,1.27,NA,NA,NA,NA,NA,NA,13
GPX3_HUMAN,0.000943218,4,1.27,NA,NA,NA,NA,NA,NA,13
PDIA3_HUMAN,0.002452367,11,1.26,NA,NA,NA,NA,NA,NA,13
PDLI1_HUMAN,0.001320506,6,1.26,NA,NA,NA,NA,NA,NA,13
TYB4_HUMAN,0.000188644,1,1.2,NA,NA,NA,NA,NA,NA,13
IGHA1_HUMAN,0.002452367,7,1.18,NA,NA,NA,NA,NA,NA,13
APOL1_HUMAN,0.00207508,7,1.15,NA,NA,NA,NA,NA,NA,13
CH10_HUMAN,0.000377287,2,1.12,NA,NA,NA,NA,NA,NA,13
ACTN1_HUMAN,0.003961517,18,1.09,NA,NA,NA,NA,NA,NA,13
IGM_HUMAN,0.003772873,11,1.08,NA,NA,NA,NA,NA,NA,13
ITIH2_HUMAN,0.004716091,16,1.04,NA,NA,NA,NA,NA,NA,13
APOA5_HUMAN,0.001320506,7,1.04,NA,NA,NA,NA,NA,NA,13
IGJ_HUMAN,0.000565931,3,0.99,NA,NA,NA,NA,NA,NA,13
STOM_HUMAN,0.001697793,4,0.94,NA,NA,NA,NA,NA,NA,13
TRFE_HUMAN,0.003395586,12,0.93,NA,NA,NA,NA,NA,NA,13
KV315_HUMAN,0.000377287,2,0.93,NA,NA,NA,NA,NA,NA,13
KPYM_HUMAN,0.00207508,9,0.92,NA,NA,NA,NA,NA,NA,13
TMOD3_HUMAN,0.001131862,6,0.89,NA,NA,NA,NA,NA,NA,13
C1R_HUMAN,0.00415016,9,0.88,NA,NA,NA,NA,NA,NA,13
KVD24_HUMAN,0.000377287,2,0.88,NA,NA,NA,NA,NA,NA,13
KV229_HUMAN,0.000377287,2,0.88,NA,NA,NA,NA,NA,NA,13
HV349_HUMAN,0.000377287,2,0.88,NA,NA,NA,NA,NA,NA,13
ITIH1_HUMAN,0.003584229,15,0.87,NA,NA,NA,NA,NA,NA,13
C1QB_HUMAN,0.001697793,4,0.87,NA,NA,NA,NA,NA,NA,13
S10A9_HUMAN,0.000565931,2,0.87,NA,NA,NA,NA,NA,NA,13
FLOT1_HUMAN,0.001509149,7,0.86,NA,NA,NA,NA,NA,NA,13
MOES_HUMAN,0.002263724,9,0.86,NA,NA,NA,NA,NA,NA,13
ACTBL_HUMAN,0.002641011,5,0.82,NA,NA,NA,NA,NA,NA,13
IGG1_HUMAN,0.002641011,7,0.82,NA,NA,NA,NA,NA,NA,13
RAP1A_HUMAN,0.000565931,3,0.81,NA,NA,NA,NA,NA,NA,13
CXCL7_HUMAN,0.000377287,2,0.81,NA,NA,NA,NA,NA,NA,13
CFAB_HUMAN,0.002829655,12,0.81,NA,NA,NA,NA,NA,NA,13
TBA4A_HUMAN,0.001320506,7,0.81,NA,NA,NA,NA,NA,NA,13
TSP1_HUMAN,0.004527448,17,0.8,NA,NA,NA,NA,NA,NA,13
H2A1B_HUMAN,0.000565931,2,0.8,NA,NA,NA,NA,NA,NA,13
H2A1D_HUMAN,0.000754575,2,0.8,NA,NA,NA,NA,NA,NA,13
IGHG2_HUMAN,0.001320506,5,0.8,NA,NA,NA,NA,NA,NA,13
BIP_HUMAN,0.00207508,9,0.79,NA,NA,NA,NA,NA,NA,13
IGHG4_HUMAN,0.001509149,5,0.79,NA,NA,NA,NA,NA,NA,13
ANT3_HUMAN,0.001320506,7,0.75,NA,NA,NA,NA,NA,NA,13
DEMA_HUMAN,0.001131862,6,0.74,NA,NA,NA,NA,NA,NA,13
IGL1_HUMAN,0.001509149,3,0.73,NA,NA,NA,NA,NA,NA,13
CAVN2_HUMAN,0.001131862,6,0.71,NA,NA,NA,NA,NA,NA,13
PON1_HUMAN,0.001320506,5,0.7,NA,NA,NA,NA,NA,NA,13
FA5_HUMAN,0.00773439,29,0.69,NA,NA,NA,NA,NA,NA,13
GNAI2_HUMAN,0.000943218,5,0.68,NA,NA,NA,NA,NA,NA,13
CAZA1_HUMAN,0.000943218,4,0.67,NA,NA,NA,NA,NA,NA,13
CAZA2_HUMAN,0.000754575,4,0.66,NA,NA,NA,NA,NA,NA,13
CO4B_HUMAN,0.007923033,22,0.66,NA,NA,NA,NA,NA,NA,13
TBA8_HUMAN,0.001131862,6,0.66,NA,NA,NA,NA,NA,NA,13
TBA1B_HUMAN,0.001320506,6,0.65,NA,NA,NA,NA,NA,NA,13
LYSC_HUMAN,0.000377287,2,0.65,NA,NA,NA,NA,NA,NA,13
COX5A_HUMAN,0.000565931,2,0.64,NA,NA,NA,NA,NA,NA,13
RNAS4_HUMAN,0.000377287,2,0.63,NA,NA,NA,NA,NA,NA,13
K2C6B_HUMAN,0.001697793,7,0.63,NA,NA,NA,NA,NA,NA,13
HEMO_HUMAN,0.001509149,6,0.63,NA,NA,NA,NA,NA,NA,13
C1QC_HUMAN,0.000565931,3,0.63,NA,NA,NA,NA,NA,NA,13
ITB3_HUMAN,0.003395586,10,0.62,NA,NA,NA,NA,NA,NA,13
PGRP2_HUMAN,0.001320506,6,0.61,NA,NA,NA,NA,NA,NA,13
KNG1_HUMAN,0.001886437,8,0.6,NA,NA,NA,NA,NA,NA,13
1433F_HUMAN,0.000754575,3,0.56,NA,NA,NA,NA,NA,NA,13
1433G_HUMAN,0.000754575,3,0.56,NA,NA,NA,NA,NA,NA,13
CAMP_HUMAN,0.000377287,2,0.54,NA,NA,NA,NA,NA,NA,13
ATPA_HUMAN,0.001131862,6,0.53,NA,NA,NA,NA,NA,NA,13
FCERG_HUMAN,0.000188644,1,0.53,NA,NA,NA,NA,NA,NA,13
K2C6A_HUMAN,0.001320506,6,0.52,NA,NA,NA,NA,NA,NA,13
ML12A_HUMAN,0.000754575,2,0.52,NA,NA,NA,NA,NA,NA,13
B3AT_HUMAN,0.003584229,9,0.52,NA,NA,NA,NA,NA,NA,13
CERU_HUMAN,0.002829655,12,0.52,NA,NA,NA,NA,NA,NA,13
HLAA_HUMAN,0.000943218,4,0.51,NA,NA,NA,NA,NA,NA,13
ILK_HUMAN,0.000943218,5,0.51,NA,NA,NA,NA,NA,NA,13
ARPC3_HUMAN,0.000377287,2,0.5,NA,NA,NA,NA,NA,NA,13
APOM_HUMAN,0.000377287,2,0.48,NA,NA,NA,NA,NA,NA,13
SH3L3_HUMAN,0.000188644,1,0.48,NA,NA,NA,NA,NA,NA,13
PGRC1_HUMAN,0.000377287,2,0.47,NA,NA,NA,NA,NA,NA,13
SDF1_HUMAN,0.000188644,1,0.47,NA,NA,NA,NA,NA,NA,13
GP1BB_HUMAN,0.000377287,2,0.47,NA,NA,NA,NA,NA,NA,13
PPIF_HUMAN,0.000565931,2,0.46,NA,NA,NA,NA,NA,NA,13
PRDX1_HUMAN,0.000377287,2,0.46,NA,NA,NA,NA,NA,NA,13
PLGA_HUMAN,0.000188644,1,0.46,NA,NA,NA,NA,NA,NA,13
RAB1B_HUMAN,0.000565931,2,0.46,NA,NA,NA,NA,NA,NA,13
ITA2B_HUMAN,0.001886437,10,0.45,NA,NA,NA,NA,NA,NA,13
CYTA_HUMAN,0.000188644,1,0.45,NA,NA,NA,NA,NA,NA,13
FCN2_HUMAN,0.000565931,3,0.45,NA,NA,NA,NA,NA,NA,13
TETN_HUMAN,0.000565931,2,0.45,NA,NA,NA,NA,NA,NA,13
RET4_HUMAN,0.000377287,2,0.44,NA,NA,NA,NA,NA,NA,13
APMAP_HUMAN,0.000943218,4,0.44,NA,NA,NA,NA,NA,NA,13
H4_HUMAN,0.000188644,1,0.44,NA,NA,NA,NA,NA,NA,13
VAMP8_HUMAN,0.000188644,1,0.43,NA,NA,NA,NA,NA,NA,13
PF4V_HUMAN,0.000377287,1,0.43,NA,NA,NA,NA,NA,NA,13
MDHM_HUMAN,0.000754575,3,0.43,NA,NA,NA,NA,NA,NA,13
HRG_HUMAN,0.001131862,5,0.43,NA,NA,NA,NA,NA,NA,13
AACT_HUMAN,0.000754575,4,0.42,NA,NA,NA,NA,NA,NA,13
PDIA6_HUMAN,0.000754575,4,0.42,NA,NA,NA,NA,NA,NA,13
EPB41_HUMAN,0.001886437,8,0.42,NA,NA,NA,NA,NA,NA,13
EHD3_HUMAN,0.000943218,4,0.41,NA,NA,NA,NA,NA,NA,13
BIN2_HUMAN,0.001320506,5,0.41,NA,NA,NA,NA,NA,NA,13
LV144_HUMAN,0.000188644,1,0.4,NA,NA,NA,NA,NA,NA,13
PRDX6_HUMAN,0.000377287,2,0.4,NA,NA,NA,NA,NA,NA,13
LV39_HUMAN,0.000188644,1,0.4,NA,NA,NA,NA,NA,NA,13
LV218_HUMAN,0.000188644,1,0.39,NA,NA,NA,NA,NA,NA,13
KV108_HUMAN,0.000188644,1,0.39,NA,NA,NA,NA,NA,NA,13
NDUA7_HUMAN,0.000188644,1,0.39,NA,NA,NA,NA,NA,NA,13
LV214_HUMAN,0.000188644,1,0.39,NA,NA,NA,NA,NA,NA,13
TSTD1_HUMAN,0.000188644,1,0.39,NA,NA,NA,NA,NA,NA,13
NDUS5_HUMAN,0.000188644,1,0.39,NA,NA,NA,NA,NA,NA,13
ATP5J_HUMAN,0.000188644,1,0.39,NA,NA,NA,NA,NA,NA,13
KVD12_HUMAN,0.000188644,1,0.38,NA,NA,NA,NA,NA,NA,13
KVD11_HUMAN,0.000188644,1,0.38,NA,NA,NA,NA,NA,NA,13
CAP1_HUMAN,0.000754575,4,0.38,NA,NA,NA,NA,NA,NA,13
CO6_HUMAN,0.001886437,8,0.38,NA,NA,NA,NA,NA,NA,13
C1QA_HUMAN,0.000754575,2,0.38,NA,NA,NA,NA,NA,NA,13
FETUA_HUMAN,0.001509149,2,0.38,NA,NA,NA,NA,NA,NA,13
ALDOA_HUMAN,0.000565931,3,0.38,NA,NA,NA,NA,NA,NA,13
HV315_HUMAN,0.000188644,1,0.38,NA,NA,NA,NA,NA,NA,13
HV374_HUMAN,0.000188644,1,0.38,NA,NA,NA,NA,NA,NA,13
HV43D_HUMAN,0.000188644,1,0.37,NA,NA,NA,NA,NA,NA,13
COR1C_HUMAN,0.000754575,4,0.37,NA,NA,NA,NA,NA,NA,13
CALX_HUMAN,0.000943218,5,0.37,NA,NA,NA,NA,NA,NA,13
GALA_HUMAN,0.000188644,1,0.36,NA,NA,NA,NA,NA,NA,13
KV401_HUMAN,0.000188644,1,0.36,NA,NA,NA,NA,NA,NA,13
CLCA_HUMAN,0.000377287,2,0.36,NA,NA,NA,NA,NA,NA,13
HV601_HUMAN,0.000188644,1,0.36,NA,NA,NA,NA,NA,NA,13
QCR7_HUMAN,0.000188644,1,0.36,NA,NA,NA,NA,NA,NA,13
PRDX3_HUMAN,0.000377287,2,0.35,NA,NA,NA,NA,NA,NA,13
THRB_HUMAN,0.001320506,5,0.35,NA,NA,NA,NA,NA,NA,13
HINT1_HUMAN,0.000188644,1,0.35,NA,NA,NA,NA,NA,NA,13
GLPC_HUMAN,0.000188644,1,0.35,NA,NA,NA,NA,NA,NA,13
ATPB_HUMAN,0.000754575,4,0.35,NA,NA,NA,NA,NA,NA,13
1433B_HUMAN,0.000565931,2,0.35,NA,NA,NA,NA,NA,NA,13
HSP7C_HUMAN,0.001131862,5,0.35,NA,NA,NA,NA,NA,NA,13
ITIH3_HUMAN,0.001320506,7,0.35,NA,NA,NA,NA,NA,NA,13
FINC_HUMAN,0.005470666,19,0.34,NA,NA,NA,NA,NA,NA,13
COL11_HUMAN,0.000377287,2,0.34,NA,NA,NA,NA,NA,NA,13
1433E_HUMAN,0.000754575,2,0.33,NA,NA,NA,NA,NA,NA,13
MASP2_HUMAN,0.001509149,5,0.32,NA,NA,NA,NA,NA,NA,13
EHD1_HUMAN,0.000754575,4,0.32,NA,NA,NA,NA,NA,NA,13
ZYX_HUMAN,0.000943218,4,0.32,NA,NA,NA,NA,NA,NA,13
K2C5_HUMAN,0.000943218,4,0.31,NA,NA,NA,NA,NA,NA,13
FLOT2_HUMAN,0.000565931,3,0.31,NA,NA,NA,NA,NA,NA,13
CAPZB_HUMAN,0.000377287,2,0.31,NA,NA,NA,NA,NA,NA,13
CO9_HUMAN,0.000754575,4,0.31,NA,NA,NA,NA,NA,NA,13
CALR_HUMAN,0.000565931,3,0.3,NA,NA,NA,NA,NA,NA,13
CYTC_HUMAN,0.000188644,1,0.3,NA,NA,NA,NA,NA,NA,13
CALL5_HUMAN,0.000188644,1,0.3,NA,NA,NA,NA,NA,NA,13
ARPC5_HUMAN,0.000188644,1,0.29,NA,NA,NA,NA,NA,NA,13
STX11_HUMAN,0.000377287,2,0.29,NA,NA,NA,NA,NA,NA,13
LECT2_HUMAN,0.000377287,1,0.29,NA,NA,NA,NA,NA,NA,13
CNN2_HUMAN,0.000377287,2,0.28,NA,NA,NA,NA,NA,NA,13
COR1A_HUMAN,0.000565931,3,0.28,NA,NA,NA,NA,NA,NA,13
CALM1_HUMAN,0.000188644,1,0.28,NA,NA,NA,NA,NA,NA,13
ZA2G_HUMAN,0.000754575,2,0.28,NA,NA,NA,NA,NA,NA,13
MMRN1_HUMAN,0.001509149,8,0.28,NA,NA,NA,NA,NA,NA,13
PLRKT_HUMAN,0.000188644,1,0.27,NA,NA,NA,NA,NA,NA,13
GAPR1_HUMAN,0.000188644,1,0.27,NA,NA,NA,NA,NA,NA,13
ITB1_HUMAN,0.001131862,5,0.27,NA,NA,NA,NA,NA,NA,13
APOF_HUMAN,0.000565931,2,0.27,NA,NA,NA,NA,NA,NA,13
SRGN_HUMAN,0.000188644,1,0.27,NA,NA,NA,NA,NA,NA,13
RS27A_HUMAN,0.000188644,1,0.26,NA,NA,NA,NA,NA,NA,13
APOB_HUMAN,0.005847953,28,0.26,NA,NA,NA,NA,NA,NA,13
